threshold,harmful_recall,harmful_precision,beneficial_specificity,balanced_accuracy,flagged,flagged_fraction,tp,fp,fn,tn,qualifies_recall_constraint,selected_threshold,representation,transfer,training_block,test_block
-0.2712536576387357,1.0,0.24,0.5581395348837209,0.7790697674418605,25,0.5102040816326531,6,19,0,24,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.18382998916153742,1.0,0.25,0.5813953488372093,0.7906976744186047,24,0.4897959183673469,6,18,0,25,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.09818211212434472,1.0,0.2608695652173913,0.6046511627906976,0.8023255813953488,23,0.46938775510204084,6,17,0,26,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.02228347491584466,1.0,0.2727272727272727,0.627906976744186,0.813953488372093,22,0.4489795918367347,6,16,0,27,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.10592983341759925,1.0,0.2857142857142857,0.6511627906976745,0.8255813953488372,21,0.42857142857142855,6,15,0,28,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.18592679127942446,1.0,0.3,0.6744186046511628,0.8372093023255813,20,0.40816326530612246,6,14,0,29,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.3735891769914366,0.8333333333333334,0.2631578947368421,0.6744186046511628,0.7538759689922481,19,0.3877551020408163,5,14,1,29,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.4073002614285134,0.8333333333333334,0.2777777777777778,0.6976744186046512,0.7655038759689923,18,0.3673469387755102,5,13,1,30,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.446906080721342,0.8333333333333334,0.29411764705882354,0.7209302325581395,0.7771317829457365,17,0.3469387755102041,5,12,1,31,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.45016453255448596,0.8333333333333334,0.3125,0.7441860465116279,0.7887596899224807,16,0.32653061224489793,5,11,1,32,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.5575626588968011,0.8333333333333334,0.3333333333333333,0.7674418604651163,0.8003875968992249,15,0.30612244897959184,5,10,1,33,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.5868767182074154,0.8333333333333334,0.35714285714285715,0.7906976744186046,0.812015503875969,14,0.2857142857142857,5,9,1,34,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.627307236362304,0.8333333333333334,0.38461538461538464,0.813953488372093,0.8236434108527132,13,0.2653061224489796,5,8,1,35,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.7545794368633301,0.8333333333333334,0.4166666666666667,0.8372093023255814,0.8352713178294574,12,0.24489795918367346,5,7,1,36,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.800258973563468,0.8333333333333334,0.45454545454545453,0.8604651162790697,0.8468992248062015,11,0.22448979591836735,5,6,1,37,1,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
0.8756046699541672,0.8333333333333334,0.5,0.8837209302325582,0.8585271317829457,10,0.20408163265306123,5,5,1,38,1,1,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
1.199443166157031,0.6666666666666666,0.4444444444444444,0.8837209302325582,0.7751937984496124,9,0.1836734693877551,4,5,2,38,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
1.28017846673531,0.6666666666666666,0.5,0.9069767441860465,0.7868217054263565,8,0.16326530612244897,4,4,2,39,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
1.3070147831271697,0.6666666666666666,0.5714285714285714,0.9302325581395349,0.7984496124031008,7,0.14285714285714285,4,3,2,40,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
1.3120273460573753,0.5,0.5,0.9302325581395349,0.7151162790697674,6,0.12244897959183673,3,3,3,40,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
1.412259402084657,0.3333333333333333,0.4,0.9302325581395349,0.6317829457364341,5,0.10204081632653061,2,3,4,40,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
1.724289904639285,0.3333333333333333,0.5,0.9534883720930233,0.6434108527131783,4,0.08163265306122448,2,2,4,41,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
1.9168593820070465,0.3333333333333333,0.6666666666666666,0.9767441860465116,0.6550387596899224,3,0.061224489795918366,2,1,4,42,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
2.247217337423015,0.16666666666666666,0.5,0.9767441860465116,0.5717054263565892,2,0.04081632653061224,1,1,5,42,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
2.296117407305002,0.0,0.0,0.9767441860465116,0.4883720930232558,1,0.02040816326530612,0,1,6,42,0,0,zscore,block_091_110_to_block_071_090,block_091_110,block_071_090
-2.604432241079649,1.0,0.05128205128205128,0.0,0.5,39,1.0,2,37,0,0,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-2.58911557372225,1.0,0.05263157894736842,0.02702702702702703,0.5135135135135135,38,0.9743589743589743,2,36,0,1,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-2.041673258316325,1.0,0.05405405405405406,0.05405405405405406,0.527027027027027,37,0.9487179487179487,2,35,0,2,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-1.8582520192618603,1.0,0.05555555555555555,0.08108108108108109,0.5405405405405406,36,0.9230769230769231,2,34,0,3,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-1.5211719678433189,1.0,0.05714285714285714,0.10810810810810811,0.5540540540540541,35,0.8974358974358975,2,33,0,4,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-1.4745988719513587,1.0,0.058823529411764705,0.13513513513513514,0.5675675675675675,34,0.8717948717948718,2,32,0,5,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-1.3231756602330176,1.0,0.06060606060606061,0.16216216216216217,0.5810810810810811,33,0.8461538461538461,2,31,0,6,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-1.073101957102913,1.0,0.0625,0.1891891891891892,0.5945945945945946,32,0.8205128205128205,2,30,0,7,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-1.0105453427869486,1.0,0.06451612903225806,0.21621621621621623,0.6081081081081081,31,0.7948717948717948,2,29,0,8,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.896269471629726,1.0,0.06666666666666667,0.24324324324324326,0.6216216216216216,30,0.7692307692307693,2,28,0,9,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.6413951821313973,1.0,0.06896551724137931,0.2702702702702703,0.6351351351351351,29,0.7435897435897436,2,27,0,10,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.6353839252993515,1.0,0.07142857142857142,0.2972972972972973,0.6486486486486487,28,0.717948717948718,2,26,0,11,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.5715095470689563,1.0,0.07407407407407407,0.32432432432432434,0.6621621621621622,27,0.6923076923076923,2,25,0,12,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.4820671098797104,1.0,0.07692307692307693,0.35135135135135137,0.6756756756756757,26,0.6666666666666666,2,24,0,13,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.4505597037980362,1.0,0.08,0.3783783783783784,0.6891891891891893,25,0.6410256410256411,2,23,0,14,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.3236721498235925,1.0,0.08333333333333333,0.40540540540540543,0.7027027027027027,24,0.6153846153846154,2,22,0,15,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.297463458945739,1.0,0.08695652173913043,0.43243243243243246,0.7162162162162162,23,0.5897435897435898,2,21,0,16,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.21648015159252748,1.0,0.09090909090909091,0.4594594594594595,0.7297297297297297,22,0.5641025641025641,2,20,0,17,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-0.1560687037707134,1.0,0.09523809523809523,0.4864864864864865,0.7432432432432432,21,0.5384615384615384,2,19,0,18,1,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.0,1.0,0.1,0.5135135135135135,0.7567567567567568,20,0.5128205128205128,2,18,0,19,1,1,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.07537486878949934,0.5,0.05263157894736842,0.5135135135135135,0.5067567567567568,19,0.48717948717948717,1,18,1,19,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.24016523886012667,0.5,0.05555555555555555,0.5405405405405406,0.5202702702702703,18,0.46153846153846156,1,17,1,20,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.32793281798606666,0.5,0.058823529411764705,0.5675675675675675,0.5337837837837838,17,0.4358974358974359,1,16,1,21,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.4490013175679068,0.5,0.0625,0.5945945945945946,0.5472972972972974,16,0.41025641025641024,1,15,1,22,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.4662054662607302,0.5,0.06666666666666667,0.6216216216216216,0.5608108108108107,15,0.38461538461538464,1,14,1,23,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.4795718536258101,0.5,0.07142857142857142,0.6486486486486487,0.5743243243243243,14,0.358974358974359,1,13,1,24,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5185282234497189,0.5,0.07692307692307693,0.6756756756756757,0.5878378378378378,13,0.3333333333333333,1,12,1,25,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.643842043904697,0.5,0.08333333333333333,0.7027027027027027,0.6013513513513513,12,0.3076923076923077,1,11,1,26,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.6574044981724881,0.5,0.09090909090909091,0.7297297297297297,0.6148648648648649,11,0.28205128205128205,1,10,1,27,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.6744907594765952,0.5,0.1,0.7567567567567568,0.6283783783783784,10,0.2564102564102564,1,9,1,28,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
0.8566583027523177,0.5,0.1111111111111111,0.7837837837837838,0.6418918918918919,9,0.23076923076923078,1,8,1,29,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
1.2988181179374858,0.5,0.125,0.8108108108108109,0.6554054054054055,8,0.20512820512820512,1,7,1,30,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
1.3955110879050714,0.5,0.14285714285714285,0.8378378378378378,0.6689189189189189,7,0.1794871794871795,1,6,1,31,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
1.4183421212388312,0.5,0.16666666666666666,0.8648648648648649,0.6824324324324325,6,0.15384615384615385,1,5,1,32,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
1.5006698336501714,0.5,0.2,0.8918918918918919,0.6959459459459459,5,0.1282051282051282,1,4,1,33,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
1.7299846440746516,0.5,0.25,0.918918918918919,0.7094594594594594,4,0.10256410256410256,1,3,1,34,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
1.8589202881748945,0.0,0.0,0.918918918918919,0.4594594594594595,3,0.07692307692307693,0,3,2,34,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
1.9955297660422324,0.0,0.0,0.9459459459459459,0.47297297297297297,2,0.05128205128205128,0,2,2,35,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
2.069797801798743,0.0,0.0,0.972972972972973,0.4864864864864865,1,0.02564102564102564,0,1,2,36,0,0,robust_z,block_071_090_to_block_091_110,block_071_090,block_091_110
-1.6040707693851035,1.0,0.12244897959183673,0.0,0.5,49,1.0,6,43,0,0,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-1.0379412769721872,1.0,0.125,0.023255813953488372,0.5116279069767442,48,0.9795918367346939,6,42,0,1,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-1.0309327921097373,1.0,0.1276595744680851,0.046511627906976744,0.5232558139534884,47,0.9591836734693877,6,41,0,2,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.7827699898811028,1.0,0.13043478260869565,0.06976744186046512,0.5348837209302325,46,0.9387755102040817,6,40,0,3,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.7395579830706879,1.0,0.13333333333333333,0.09302325581395349,0.5465116279069767,45,0.9183673469387755,6,39,0,4,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.696999698394719,1.0,0.13636363636363635,0.11627906976744186,0.5581395348837209,44,0.8979591836734694,6,38,0,5,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.6744907594765952,1.0,0.13953488372093023,0.13953488372093023,0.5697674418604651,43,0.8775510204081632,6,37,0,6,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.6705462888564702,1.0,0.14285714285714285,0.16279069767441862,0.5813953488372093,42,0.8571428571428571,6,36,0,7,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.6332623198372349,1.0,0.14634146341463414,0.18604651162790697,0.5930232558139534,41,0.8367346938775511,6,35,0,8,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.6228332767522632,1.0,0.15,0.20930232558139536,0.6046511627906976,40,0.8163265306122449,6,34,0,9,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.6228330866194041,1.0,0.15384615384615385,0.23255813953488372,0.6162790697674418,39,0.7959183673469388,6,33,0,10,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.5907891456325549,1.0,0.15789473684210525,0.2558139534883721,0.627906976744186,38,0.7755102040816326,6,32,0,11,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.5664063407719832,1.0,0.16216216216216217,0.27906976744186046,0.6395348837209303,37,0.7551020408163265,6,31,0,12,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.5267217496760153,1.0,0.16666666666666666,0.3023255813953488,0.6511627906976745,36,0.7346938775510204,6,30,0,13,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.4942460629967943,1.0,0.17142857142857143,0.32558139534883723,0.6627906976744187,35,0.7142857142857143,6,29,0,14,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.44220521709074606,1.0,0.17647058823529413,0.3488372093023256,0.6744186046511628,34,0.6938775510204082,6,28,0,15,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.4294273512366054,1.0,0.18181818181818182,0.37209302325581395,0.686046511627907,33,0.673469387755102,6,27,0,16,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.4026044756413474,1.0,0.1875,0.3953488372093023,0.6976744186046512,32,0.6530612244897959,6,26,0,17,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.2733326336687983,1.0,0.1935483870967742,0.4186046511627907,0.7093023255813954,31,0.6326530612244898,6,25,0,18,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.2591763123647103,1.0,0.2,0.4418604651162791,0.7209302325581395,30,0.6122448979591837,6,24,0,19,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.25517527740475876,1.0,0.20689655172413793,0.46511627906976744,0.7325581395348837,29,0.5918367346938775,6,23,0,20,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.22180759496278307,1.0,0.21428571428571427,0.4883720930232558,0.7441860465116279,28,0.5714285714285714,6,22,0,21,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.20000218302287182,1.0,0.2222222222222222,0.5116279069767442,0.7558139534883721,27,0.5510204081632653,6,21,0,22,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
-0.12871520535769518,1.0,0.23076923076923078,0.5348837209302325,0.7674418604651163,26,0.5306122448979592,6,20,0,23,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.0,1.0,0.24,0.5581395348837209,0.7790697674418605,25,0.5102040816326531,6,19,0,24,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.08793269536494794,1.0,0.25,0.5813953488372093,0.7906976744186047,24,0.4897959183673469,6,18,0,25,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.1740792596918644,1.0,0.2608695652173913,0.6046511627906976,0.8023255813953488,23,0.46938775510204084,6,17,0,26,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.2952462611650113,1.0,0.2727272727272727,0.627906976744186,0.813953488372093,22,0.4489795918367347,6,16,0,27,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.3793796530557942,1.0,0.2857142857142857,0.6511627906976745,0.8255813953488372,21,0.42857142857142855,6,15,0,28,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.45984239556380435,1.0,0.3,0.6744186046511628,0.8372093023255813,20,0.40816326530612246,6,14,0,29,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.6485974510506106,0.8333333333333334,0.2631578947368421,0.6744186046511628,0.7538759689922481,19,0.3877551020408163,5,14,1,29,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.6825048192709302,0.8333333333333334,0.2777777777777778,0.6976744186046512,0.7655038759689923,18,0.3673469387755102,5,13,1,30,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.7223412446145294,0.8333333333333334,0.29411764705882354,0.7209302325581395,0.7771317829457365,17,0.3469387755102041,5,12,1,31,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.7256186688795605,0.8333333333333334,0.3125,0.7441860465116279,0.7887596899224807,16,0.32653061224489793,5,11,1,32,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.8336421239795727,0.8333333333333334,0.3333333333333333,0.7674418604651163,0.8003875968992249,15,0.30612244897959184,5,10,1,33,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.8631268652649668,0.8333333333333334,0.35714285714285715,0.7906976744186046,0.812015503875969,14,0.2857142857142857,5,9,1,34,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.90379279130407,0.8333333333333334,0.38461538461538464,0.813953488372093,0.8236434108527132,13,0.2653061224489796,5,8,1,35,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
1.0318060379456497,0.8333333333333334,0.4166666666666667,0.8372093023255814,0.8352713178294574,12,0.24489795918367346,5,7,1,36,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
1.0777515450952706,0.8333333333333334,0.45454545454545453,0.8604651162790697,0.8468992248062015,11,0.22448979591836735,5,6,1,37,1,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
1.1535359440250779,0.8333333333333334,0.5,0.8837209302325582,0.8585271317829457,10,0.20408163265306123,5,5,1,38,1,1,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
1.4792599994217732,0.6666666666666666,0.4444444444444444,0.8837209302325582,0.7751937984496124,9,0.1836734693877551,4,5,2,38,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
1.5604653836684768,0.6666666666666666,0.5,0.9069767441860465,0.7868217054263565,8,0.16326530612244897,4,4,2,39,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
1.5874579553039057,0.6666666666666666,0.5714285714285714,0.9302325581395349,0.7984496124031008,7,0.14285714285714285,4,3,2,40,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
1.592499704029588,0.5,0.5,0.9302325581395349,0.7151162790697674,6,0.12244897959183673,3,3,3,40,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
1.693315364158837,0.3333333333333333,0.4,0.9302325581395349,0.6317829457364341,5,0.10204081632653061,2,3,4,40,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
2.0071626735160732,0.3333333333333333,0.5,0.9534883720930233,0.6434108527131783,4,0.08163265306122448,2,2,4,41,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
2.2008533923445,0.3333333333333333,0.6666666666666666,0.9767441860465116,0.6550387596899224,3,0.061224489795918366,2,1,4,42,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
2.5331348666978206,0.16666666666666666,0.5,0.9767441860465116,0.5717054263565892,2,0.04081632653061224,1,1,5,42,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
2.5823196586787125,0.0,0.0,0.9767441860465116,0.4883720930232558,1,0.02040816326530612,0,1,6,42,0,0,robust_z,block_091_110_to_block_071_090,block_091_110,block_071_090
0.01282051282051282,1.0,0.05128205128205128,0.0,0.5,39,1.0,2,37,0,0,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.038461538461538464,1.0,0.05263157894736842,0.02702702702702703,0.5135135135135135,38,0.9743589743589743,2,36,0,1,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.0641025641025641,1.0,0.05405405405405406,0.05405405405405406,0.527027027027027,37,0.9487179487179487,2,35,0,2,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.08974358974358974,1.0,0.05555555555555555,0.08108108108108109,0.5405405405405406,36,0.9230769230769231,2,34,0,3,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.11538461538461539,1.0,0.05714285714285714,0.10810810810810811,0.5540540540540541,35,0.8974358974358975,2,33,0,4,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.14102564102564102,1.0,0.058823529411764705,0.13513513513513514,0.5675675675675675,34,0.8717948717948718,2,32,0,5,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.16666666666666666,1.0,0.06060606060606061,0.16216216216216217,0.5810810810810811,33,0.8461538461538461,2,31,0,6,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.19230769230769232,1.0,0.0625,0.1891891891891892,0.5945945945945946,32,0.8205128205128205,2,30,0,7,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.21794871794871795,1.0,0.06451612903225806,0.21621621621621623,0.6081081081081081,31,0.7948717948717948,2,29,0,8,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.24358974358974358,1.0,0.06666666666666667,0.24324324324324326,0.6216216216216216,30,0.7692307692307693,2,28,0,9,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.2692307692307692,1.0,0.06896551724137931,0.2702702702702703,0.6351351351351351,29,0.7435897435897436,2,27,0,10,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.2948717948717949,1.0,0.07142857142857142,0.2972972972972973,0.6486486486486487,28,0.717948717948718,2,26,0,11,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.32051282051282054,1.0,0.07407407407407407,0.32432432432432434,0.6621621621621622,27,0.6923076923076923,2,25,0,12,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.34615384615384615,1.0,0.07692307692307693,0.35135135135135137,0.6756756756756757,26,0.6666666666666666,2,24,0,13,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.3717948717948718,1.0,0.08,0.3783783783783784,0.6891891891891893,25,0.6410256410256411,2,23,0,14,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.3974358974358974,1.0,0.08333333333333333,0.40540540540540543,0.7027027027027027,24,0.6153846153846154,2,22,0,15,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.4230769230769231,1.0,0.08695652173913043,0.43243243243243246,0.7162162162162162,23,0.5897435897435898,2,21,0,16,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.44871794871794873,1.0,0.09090909090909091,0.4594594594594595,0.7297297297297297,22,0.5641025641025641,2,20,0,17,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.47435897435897434,1.0,0.09523809523809523,0.4864864864864865,0.7432432432432432,21,0.5384615384615384,2,19,0,18,1,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5,1.0,0.1,0.5135135135135135,0.7567567567567568,20,0.5128205128205128,2,18,0,19,1,1,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5256410256410257,0.5,0.05263157894736842,0.5135135135135135,0.5067567567567568,19,0.48717948717948717,1,18,1,19,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5512820512820513,0.5,0.05555555555555555,0.5405405405405406,0.5202702702702703,18,0.46153846153846156,1,17,1,20,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5769230769230769,0.5,0.058823529411764705,0.5675675675675675,0.5337837837837838,17,0.4358974358974359,1,16,1,21,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.6025641025641025,0.5,0.0625,0.5945945945945946,0.5472972972972974,16,0.41025641025641024,1,15,1,22,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.6282051282051282,0.5,0.06666666666666667,0.6216216216216216,0.5608108108108107,15,0.38461538461538464,1,14,1,23,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.6538461538461539,0.5,0.07142857142857142,0.6486486486486487,0.5743243243243243,14,0.358974358974359,1,13,1,24,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.6794871794871795,0.5,0.07692307692307693,0.6756756756756757,0.5878378378378378,13,0.3333333333333333,1,12,1,25,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.7051282051282052,0.5,0.08333333333333333,0.7027027027027027,0.6013513513513513,12,0.3076923076923077,1,11,1,26,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.7307692307692307,0.5,0.09090909090909091,0.7297297297297297,0.6148648648648649,11,0.28205128205128205,1,10,1,27,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.7564102564102564,0.5,0.1,0.7567567567567568,0.6283783783783784,10,0.2564102564102564,1,9,1,28,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.782051282051282,0.5,0.1111111111111111,0.7837837837837838,0.6418918918918919,9,0.23076923076923078,1,8,1,29,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.8076923076923077,0.5,0.125,0.8108108108108109,0.6554054054054055,8,0.20512820512820512,1,7,1,30,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.8333333333333334,0.5,0.14285714285714285,0.8378378378378378,0.6689189189189189,7,0.1794871794871795,1,6,1,31,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.8589743589743589,0.5,0.16666666666666666,0.8648648648648649,0.6824324324324325,6,0.15384615384615385,1,5,1,32,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.8846153846153846,0.5,0.2,0.8918918918918919,0.6959459459459459,5,0.1282051282051282,1,4,1,33,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
0.9102564102564102,0.5,0.25,0.918918918918919,0.7094594594594594,4,0.10256410256410256,1,3,1,34,0,0,percentile,block_071_090_to_block_091_110,block_071_090,block_091_110
